College,Course,Category,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
JAWAHAR LAL NEHRU MEDICAL,MBBS,EWS PWD,,,868444,,
JAWAHAR LAL NEHRU MEDICAL,MBBS,GN,3830,3385,3875,4138,4138
JAWAHAR LAL NEHRU MEDICAL,MBBS,GN PWD,301520,97617,305595,,
JAWAHAR LAL NEHRU MEDICAL,MBBS,OBC,,4188,4401,4591,4591
JAWAHAR LAL NEHRU MEDICAL,MBBS,OBC PWD,,,,620620,620620
JAWAHAR LAL NEHRU MEDICAL,MBBS,SC,29728,25113,35211,31198,31198
JAWAHAR LAL NEHRU MEDICAL,MBBS,SC PWD,,,,935358,935358
JAWAHAR LAL NEHRU MEDICAL,MBBS,ST,42932,44940,51004,40635,40635
JAWAHAR LAL NEHRU MEDICAL,MBBS,ST PWD,,,,486535,486535
JHALAWAR MEDICAL COLLEGE,MBBS,EWS,,5725,6564,7614,7614
JHALAWAR MEDICAL COLLEGE,MBBS,EWS PWD,,,,1166721,1166721
JHALAWAR MEDICAL COLLEGE,MBBS,GN,5920,4922,5526,5886,5886
JHALAWAR MEDICAL COLLEGE,MBBS,GN PWD,314949,,,,
JHALAWAR MEDICAL COLLEGE,MBBS,OBC,,5703,6144,7021,7021
JHALAWAR MEDICAL COLLEGE,MBBS,OBC PWD,,301399,589849,,
JHALAWAR MEDICAL COLLEGE,MBBS,SC,36849,39721,39297,37619,37619
JHALAWAR MEDICAL COLLEGE,MBBS,SC PWD,,664829,,,
JHALAWAR MEDICAL COLLEGE,MBBS,ST,47882,47915,58949,56570,56570
JIPMER,MBBS,EWS,20338,,,,
JIPMER,MBBS,GN,15527,,,,
JIPMER,MBBS,GN PWD,329515,,,,
JIPMER,MBBS,OBC,23156,,,,
JIPMER,MBBS,OBC PWD,647562,,,,
JIPMER,MBBS,SC,75852,,,,
JIPMER,MBBS,ST,71847,,,,
JIPMER KARAIKAL,MBBS,EWS,1876,210699,617813,248038,248038
JIPMER KARAIKAL,MBBS,GN,9657,45829,44058,37068,37068
JIPMER KARAIKAL,MBBS,GN PWD,79795,,,201258,201258
JIPMER KARAIKAL,MBBS,OBC,1507,49453,50817,41862,41862
JIPMER KARAIKAL,MBBS,OBC PWD,,,373928,410431,410431
JIPMER KARAIKAL,MBBS,SC,13392,123239,123211,89312,89312
JIPMER KARAIKAL,MBBS,SC PWD,179204,,,,
JIPMER KARAIKAL,MBBS,ST,18784,38198,57541,62372,62372
JIPMER PUDUCHERRY,MBBS,EW PWD,99410,,,,
JIPMER PUDUCHERRY,MBBS,EWS,1106,203664,549727,155189,155189
JIPMER PUDUCHERRY,MBBS,EWS PWD,,106345,368095,190011,190011
JIPMER PUDUCHERRY,MBBS,GN,5299,24103,21454,19828,19828
JIPMER PUDUCHERRY,MBBS,GN PWD,58084,49484,,107033,107033
JIPMER PUDUCHERRY,MBBS,OBC,450,42658,38269,36804,36804
JIPMER PUDUCHERRY,MBBS,OBC PWD,129560,211501,194842,258535,258535
JIPMER PUDUCHERRY,MBBS,SC,5431,121277,112075,84283,84283
JIPMER PUDUCHERRY,MBBS,SC PWD,183314,270170,368778,495793,495793
JIPMER PUDUCHERRY,MBBS,ST,12551,906861,539482,702405,702405
JIPMER PUDUCHERRY,MBBS,ST PWD,488611,,,,
JLN IMS,MBBS,EWS,,12488,16173,19624,19624
JLN IMS,MBBS,GN,11727,12466,13835,17709,17709
JLN IMS,MBBS,OBC,,14335,15478,18857,18857
JLN IMS,MBBS,SC,56966,68815,75562,78896,78896
JLN IMS,MBBS,ST,49460,99141,104655,,
JLN IMS,MBBS,ST PWD,,,,1257214,1257214
JLN Medical College,MBBS,EWS,,356935,812353,984500,984500
JLN Medical College,MBBS,GN,655014,457173,876665,1020457,1020457
JLN Medical College,MBBS,OBC,,456710,698303,968710,968710
JLN Medical College,MBBS,OBC PWD,,248621,,,
JLN Medical College,MBBS,SC,,416296,623591,1004504,1004504
JLN Medical College,MBBS,ST,,417894,437899,477934,477934
JSS Dental College,BDS,EWS,,,,716247,716247
JSS Dental College,BDS,GN,,,836932,853567,853567
JSS Dental College,BDS,OBC,,,1047047,862940,862940
JSS Dental College,BDS,SC,,,,793081,793081
JSS Dental College,BDS,ST,,,796154,818309,818309
JSS Dental College and Hospital,BDS,EWS,,763499,,,
JSS Dental College and Hospital,BDS,GN,758091,729136,,,
JSS Dental College and Hospital,BDS,OBC,,876426,,,
JSS Dental College and Hospital,BDS,SC,,745972,,,
JSS Dental College and Hospital,BDS,ST,,878591,,,
JSS Medical College,MBBS,EWS,,87630,132760,,
JSS Medical College,MBBS,GN,692299,599354,852059,870311,870311
JSS Medical College,MBBS,OBC,,633295,788839,639092,639092
JSS Medical College,MBBS,SC,,,472084,843057,843057
JSS Medical College,MBBS,ST,,,142497,,
JWAHAR LAL NEHRU M.C. AMU,MBBS,GN,24062,,,,
JWAHAR LAL NEHRU M.C. AMU,MBBS,GN PWD,484246,,,,
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,MBBS,EWS,,134080,130680,203475,203475
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,MBBS,GN,,156626,871867,1149931,1149931
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,MBBS,OBC,,156360,809537,1349270,1349270
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,MBBS,SC,,134065,384171,178760,178760
Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College,MBBS,ST,,150091,,,
Jannayak Karpoori Thakur Medical college and Hospital,MBBS,EWS,,,12708,14813,14813
Jannayak Karpoori Thakur Medical college and Hospital,MBBS,GN,,,12619,12983,12983
Jannayak Karpoori Thakur Medical college and Hospital,MBBS,OBC,,,13522,14283,14283
Jannayak Karpoori Thakur Medical college and Hospital,MBBS,SC,,,70548,88127,88127
Jannayak Karpoori Thakur Medical college and Hospital,MBBS,ST,,,111624,126456,126456
Jawahar Lal Nehru Medical College,MBBS,EWS,,150099,154270,124152,124152
Jawahar Lal Nehru Medical College,MBBS,GN,538426,764089,868211,869938,869938
Jawahar Lal Nehru Medical College,MBBS,OBC,,816146,947356,864678,864678
Jawahar Lal Nehru Medical College,MBBS,SC,,662949,154651,504905,504905
Jawahar Lal Nehru Medical College,MBBS,ST,,,,680199,680199
Jawaharlal Nehru Institute of Dental Sciences,BDS,EWS,,23933,,37609,37609
Jawaharlal Nehru Institute of Dental Sciences,BDS,GN,19111,,17708,,
Jawaharlal Nehru Institute of Dental Sciences,BDS,OBC,,25588,21800,39082,39082
Jawaharlal Nehru Institute of Dental Sciences,BDS,SC,90479,,111143,113443,113443
Jawaharlal Nehru Institute of Dental Sciences,BDS,ST,118447,,,187838,187838
Jawaharlal Nehru Medical College,MBBS,EWS,,8208,8293,9154,9154
Jawaharlal Nehru Medical College,MBBS,EWS PWD,,392505,378718,354630,354630
Jawaharlal Nehru Medical College,MBBS,GN,8206,6484,8100,8553,8553
Jawaharlal Nehru Medical College,MBBS,GN PWD,,491202,370635,395088,395088
Jawaharlal Nehru Medical College,MBBS,OBC,,8773,9409,9464,9464
Jawaharlal Nehru Medical College,MBBS,OBC PWD,,582810,228862,495208,495208
Jawaharlal Nehru Medical College,MBBS,SC,53243,8809,60020,66543,66543
Jawaharlal Nehru Medical College,MBBS,ST,73300,78110,96193,101111,101111
Jhargram Government Medical College and Hospital,MBBS,EWS,,,,19108,19108
Jhargram Government Medical College and Hospital,MBBS,GN,,,,16872,16872
Jhargram Government Medical College and Hospital,MBBS,GN PWD,,,,731206,731206
Jhargram Government Medical College and Hospital,MBBS,OBC,,,,18279,18279
Jhargram Government Medical College and Hospital,MBBS,SC,,,,85996,85996
Jhargram Government Medical College and Hospital,MBBS,ST,,,,79221,79221
Jorhat Medical College and Hospital,MBBS,EWS,,12596,16603,20305,20305
Jorhat Medical College and Hospital,MBBS,EWS PWD,,,,450745,450745
Jorhat Medical College and Hospital,MBBS,GN,12153,11809,14435,16562,16562
Jorhat Medical College and Hospital,MBBS,GN PWD,414118,342206,,,
Jorhat Medical College and Hospital,MBBS,OBC,,13766,16098,17586,17586
Jorhat Medical College and Hospital,MBBS,SC,60626,70838,79107,82725,82725
Jorhat Medical College and Hospital,MBBS,ST,86415,92349,87398,102360,102360
K M Shah Dental Collegel,BDS,EWS,,622072,825473,1098368,1098368
K M Shah Dental Collegel,BDS,GN,679501,741429,842608,1164135,1164135
K M Shah Dental Collegel,BDS,OBC,,794398,1031826,1297196,1297196
K M Shah Dental Collegel,BDS,SC,,,1003463,929327,929327
K M Shah Dental Collegel,BDS,ST,,,872076,1318946,1318946
K.A.P. VISWANATHAM G.M.C.,MBBS,EWS,,14279,16831,,
K.A.P. VISWANATHAM G.M.C.,MBBS,GN,6696,7674,10140,,
K.A.P. VISWANATHAM G.M.C.,MBBS,GN PWD,362120,,402884,,
K.A.P. VISWANATHAM G.M.C.,MBBS,OBC,,8862,11511,,
K.A.P. VISWANATHAM G.M.C.,MBBS,SC,55016,55737,65206,,
K.A.P. VISWANATHAM G.M.C.,MBBS,ST,83141,98952,119351,,
K.A.P. VISWANATHAM Govt Medical College,MBBS,EWS,,,,21209,21209
K.A.P. VISWANATHAM Govt Medical College,MBBS,GN,,,,7233,7233
K.A.P. VISWANATHAM Govt Medical College,MBBS,OBC,,,,8446,8446
K.A.P. VISWANATHAM Govt Medical College,MBBS,OBC PWD,,,,876047,876047
K.A.P. VISWANATHAM Govt Medical College,MBBS,SC,,,,56921,56921
K.A.P. VISWANATHAM Govt Medical College,MBBS,ST,,,,114066,114066
K.S Hegde Medical Academy,MBBS,EWS,,105573,138759,151796,151796
K.S Hegde Medical Academy,MBBS,GN,666614,661179,473179,927470,927470
K.S Hegde Medical Academy,MBBS,OBC,,921383,448791,709694,709694
K.S Hegde Medical Academy,MBBS,SC,,,,99910,99910
KANYAKUMARI GOVT. MED. COLL.,MBBS,EWS,,14503,16027,21639,21639
KANYAKUMARI GOVT. MED. COLL.,MBBS,GN,6591,7518,10842,8267,8267
KANYAKUMARI GOVT. MED. COLL.,MBBS,GN PWD,,,,696523,696523
KANYAKUMARI GOVT. MED. COLL.,MBBS,OBC,,9645,12122,8750,8750
KANYAKUMARI GOVT. MED. COLL.,MBBS,OBC PWD,,352852,,,
KANYAKUMARI GOVT. MED. COLL.,MBBS,SC,49892,73943,75435,72320,72320
KANYAKUMARI GOVT. MED. COLL.,MBBS,ST,90036,101329,119375,,
KARNATAK INST. OF MEDICAL SC.,MBBS,EWS,,8887,8453,12761,12761
KARNATAK INST. OF MEDICAL SC.,MBBS,GN,5657,4197,4672,5184,5184
KARNATAK INST. OF MEDICAL SC.,MBBS,GN PWD,267446,,,268258,268258
KARNATAK INST. OF MEDICAL SC.,MBBS,OBC,,7760,8070,9336,9336
KARNATAK INST. OF MEDICAL SC.,MBBS,OBC PWD,,303843,,,
KARNATAK INST. OF MEDICAL SC.,MBBS,SC,45709,48561,44687,49680,49680
KARNATAK INST. OF MEDICAL SC.,MBBS,ST,59511,47205,26438,61785,61785
KGMC,MBBS,EWS,,1712,1844,2556,2556
KGMC,MBBS,EWS PWD,,80157,,,
KGMC,MBBS,GN,1240,987,1026,1352,1352
KGMC,MBBS,GN PWD,16274,,204412,,
KGMC,MBBS,OBC,,1949,2029,1925,1925
KGMC,MBBS,OBC PWD,,,,289756,289756
KGMC,MBBS,SC,13523,18279,18013,14795,14795
KGMC,MBBS,ST,21253,32651,46774,27545,27545
KLE VK Inst. of Dental Scie. Belagavi,BDS,EWS,,620647,700097,484492,484492
KLE VK Inst. of Dental Scie. Belagavi,BDS,GN,759215,765769,760666,752414,752414
KLE VK Inst. of Dental Scie. Belagavi,BDS,OBC,,924101,741894,761314,761314
KLE VK Inst. of Dental Scie. Belagavi,BDS,SC,,670955,511340,704238,704238
KLE VK Inst. of Dental Scie. Belagavi,BDS,ST,,760720,417747,752573,752573
KURNOOL MEDICAL COLLEGE,MBBS,EWS,,10579,11447,12365,12365
KURNOOL MEDICAL COLLEGE,MBBS,GN,8148,9629,7860,9951,9951
KURNOOL MEDICAL COLLEGE,MBBS,GN PWD,278927,436305,855154,,
KURNOOL MEDICAL COLLEGE,MBBS,OBC,,12095,12843,13384,13384
KURNOOL MEDICAL COLLEGE,MBBS,OBC PWD,,483355,,532611,532611
KURNOOL MEDICAL COLLEGE,MBBS,SC,56882,54242,49923,57773,57773
KURNOOL MEDICAL COLLEGE,MBBS,ST,52288,71620,85041,88632,88632
Kakatiya Medical College Warangal,MBBS,EWS,,11301,14429,14608,14608
Kakatiya Medical College Warangal,MBBS,EWS PWD,,,418217,,
Kakatiya Medical College Warangal,MBBS,GN,9637,8540,9598,9792,9792
Kakatiya Medical College Warangal,MBBS,GN PWD,427275,,,212464,212464
Kakatiya Medical College Warangal,MBBS,OBC,,12471,13535,12904,12904
Kakatiya Medical College Warangal,MBBS,OBC PWD,,430806,,,
Kakatiya Medical College Warangal,MBBS,SC,47152,60101,51757,57792,57792
Kakatiya Medical College Warangal,MBBS,SC PWD,,,,1024283,1024283
Kakatiya Medical College Warangal,MBBS,ST,41290,64283,67167,66778,66778
Kakatiya Medical College Warangal,MBBS,ST PWD,,,,972798,972798
Kalinga Institute of Dental Sciences,BDS,EWS,,,336351,589815,589815
Kalinga Institute of Dental Sciences,BDS,GN,,,874180,1165157,1165157
Kalinga Institute of Dental Sciences,BDS,GN PWD,,,,1144430,1144430
Kalinga Institute of Dental Sciences,BDS,OBC,,,935939,1388235,1388235
Kalinga Institute of Dental Sciences,BDS,SC,,,930630,1212287,1212287
Kalinga Institute of Dental Sciences,BDS,ST,,,1050534,1212423,1212423
Kalinga Institute of Dental Sciences,MBBS,EWS,,,223143,183869,183869
Kalinga Institute of Dental Sciences,MBBS,GN,,,843457,1063742,1063742
Kalinga Institute of Dental Sciences,MBBS,OBC,,,914256,1005437,1005437
Kalinga Institute of Dental Sciences,MBBS,SC,,,547790,675564,675564
Kalinga Institute of Dental Sciences,MBBS,ST,,,793036,,
Kalinga Institute of Medical Sciences,MBBS,EWS,,147520,,,
Kalinga Institute of Medical Sciences,MBBS,GN,487061,709454,,,
Kalinga Institute of Medical Sciences,MBBS,OBC,,837586,,,
Kalinga Institute of Medical Sciences,MBBS,SC,,151761,,,
Kalpana Chawla Govt. Medical College,MBBS,EWS,,6217,8288,8070,8070
Kalpana Chawla Govt. Medical College,MBBS,GN,4572,6156,7377,6570,6570
Kalpana Chawla Govt. Medical College,MBBS,GN PWD,345860,,,,
Kalpana Chawla Govt. Medical College,MBBS,OBC,,8580,9913,9406,9406
Kalpana Chawla Govt. Medical College,MBBS,SC,33054,46647,53697,44073,44073
Kalpana Chawla Govt. Medical College,MBBS,ST,54949,81323,101993,96858,96858
Kalyan Singh Government Medical College,MBBS,EWS,,,,14777,14777
Kalyan Singh Government Medical College,MBBS,GN,,,,11906,11906
Kalyan Singh Government Medical College,MBBS,OBC,,,,13541,13541
Kalyan Singh Government Medical College,MBBS,OBC PWD,,,,662936,662936
Kalyan Singh Government Medical College,MBBS,SC,,,,75352,75352
Kalyan Singh Government Medical College,MBBS,ST,,,,105440,105440
Karwar Institute of Medical Sciences,MBBS,EWS,,13491,16207,18752,18752
Karwar Institute of Medical Sciences,MBBS,EWS PWD,,634067,,,
Karwar Institute of Medical Sciences,MBBS,GN,10290,12443,13066,13569,13569
Karwar Institute of Medical Sciences,MBBS,GN PWD,,,695803,,
Karwar Institute of Medical Sciences,MBBS,OBC,,13955,15442,15241,15241
Karwar Institute of Medical Sciences,MBBS,OBC PWD,,,,952055,952055
Karwar Institute of Medical Sciences,MBBS,SC,64988,73970,82197,96721,96721
Karwar Institute of Medical Sciences,MBBS,ST,82464,81232,78246,87667,87667
Kasturba Medical College,MBBS,EWS,,51983,38272,28267,28267
Kasturba Medical College,MBBS,GN,617363,678410,217638,434791,434791
Kasturba Medical College,MBBS,OBC,,833990,46260,39847,39847
Kasturba Medical College,MBBS,SC,,37158,,,
Kodagu Institute of Medical Sciences,MBBS,EWS,,13909,16410,18381,18381
Kodagu Institute of Medical Sciences,MBBS,EWS PWD,,,915539,,
Kodagu Institute of Medical Sciences,MBBS,GN,9222,12341,13906,12594,12594
Kodagu Institute of Medical Sciences,MBBS,GN PWD,407754,472485,,,
Kodagu Institute of Medical Sciences,MBBS,OBC,,13471,15461,14456,14456
Kodagu Institute of Medical Sciences,MBBS,OBC PWD,,,841836,,
Kodagu Institute of Medical Sciences,MBBS,SC,68161,73576,82805,98804,98804
Kodagu Institute of Medical Sciences,MBBS,SC PWD,444579,,,,
Kodagu Institute of Medical Sciences,MBBS,ST,,60605,86483,92985,92985
Kokrajhar Medical College & Hospital Rangalikhata,MBBS,EWS,,,,21770,21770
Kokrajhar Medical College & Hospital Rangalikhata,MBBS,GN,,,,18970,18970
Kokrajhar Medical College & Hospital Rangalikhata,MBBS,OBC,,,,20060,20060
Kokrajhar Medical College & Hospital Rangalikhata,MBBS,SC,,,,103319,103319
Kokrajhar Medical College & Hospital Rangalikhata,MBBS,ST,,,,107149,107149
Koppal Institute of Medical Sciences,MBBS,EWS,,13522,16721,19660,19660
Koppal Institute of Medical Sciences,MBBS,GN,10520,12728,14494,15144,15144
Koppal Institute of Medical Sciences,MBBS,GN PWD,341587,,589021,609109,609109
Koppal Institute of Medical Sciences,MBBS,OBC,,13813,15934,16314,16314
Koppal Institute of Medical Sciences,MBBS,OBC PWD,,479825,,,
Koppal Institute of Medical Sciences,MBBS,SC,68476,74956,82152,100367,100367
Koppal Institute of Medical Sciences,MBBS,ST,77405,77467,85422,119449,119449
Krishna Inst. of Med. Scie.,MBBS,EWS,,430965,705403,979667,979667
Krishna Inst. of Med. Scie.,MBBS,GN,607860,757857,857306,1072449,1072449
Krishna Inst. of Med. Scie.,MBBS,OBC,,651846,745056,1075171,1075171
Krishna Inst. of Med. Scie.,MBBS,SC,,446873,429649,1014911,1014911
L.L.R.M. MEDICAL COLLEGE,MBBS,EWS,,5249,4429,5547,5547
L.L.R.M. MEDICAL COLLEGE,MBBS,EWS PWD,,,,533276,533276
L.L.R.M. MEDICAL COLLEGE,MBBS,GN,5078,4489,4230,4369,4369
L.L.R.M. MEDICAL COLLEGE,MBBS,GN PWD,132163,,,,
L.L.R.M. MEDICAL COLLEGE,MBBS,OBC,,5887,6175,6009,6009
L.L.R.M. MEDICAL COLLEGE,MBBS,OBC PWD,,325772,,,
L.L.R.M. MEDICAL COLLEGE,MBBS,SC,39614,41277,39507,39540,39540
L.L.R.M. MEDICAL COLLEGE,MBBS,ST,59401,70816,63028,74850,74850
LADY HARDINGE MEDICAL COLLEGE,MBBS,EWS,1466,,,,
LADY HARDINGE MEDICAL COLLEGE,MBBS,GN,400,,,,
LADY HARDINGE MEDICAL COLLEGE,MBBS,OBC,1122,,,,
LADY HARDINGE MEDICAL COLLEGE,MBBS,OBC PWD,54551,,,,
LADY HARDINGE MEDICAL COLLEGE,MBBS,SC,13226,,,,
LADY HARDINGE MEDICAL COLLEGE,MBBS,ST,12434,,,,
LOKMANYA TILAK  MUNICIPAL M C,MBBS,EWS,,3846,4053,5360,5360
LOKMANYA TILAK  MUNICIPAL M C,MBBS,EWS PWD,,107676,,402140,402140
LOKMANYA TILAK  MUNICIPAL M C,MBBS,GN,2516,2147,2573,2857,2857
LOKMANYA TILAK  MUNICIPAL M C,MBBS,GN PWD,198832,,,,
LOKMANYA TILAK  MUNICIPAL M C,MBBS,OBC,,5312,5508,4937,4937
LOKMANYA TILAK  MUNICIPAL M C,MBBS,OBC PWD,,,432708,499244,499244
LOKMANYA TILAK  MUNICIPAL M C,MBBS,SC,27622,39865,35966,35718,35718
LOKMANYA TILAK  MUNICIPAL M C,MBBS,SC PWD,289278,,,843002,843002
LOKMANYA TILAK  MUNICIPAL M C,MBBS,ST,56151,70138,72401,51799,51799
Lady Hardinge Medical College,MBBS,EWS,12023,125620,28290,65397,65397
Lady Hardinge Medical College,MBBS,EWS PWD,,46657,,,
Lady Hardinge Medical College,MBBS,GN,6329,681225,466555,387808,387808
Lady Hardinge Medical College,MBBS,"GN
(PRIORITY: 4)",24801,,,,
Lady Hardinge Medical College,MBBS,"GN
(PRIORITY: 5B)",520139,,,,
Lady Hardinge Medical College,MBBS,"GN
(PRIORITY: 6)",8402,,,,
Lady Hardinge Medical College,MBBS,GN PWD,544724,834119,717152,910562,910562
Lady Hardinge Medical College,MBBS,OBC,18005,35452,611420,1188067,1188067
Lady Hardinge Medical College,MBBS,"OBC
(PRIORITY: 6)",65466,,,,
Lady Hardinge Medical College,MBBS,OBC PWD,811773,82819,393501,69614,69614
Lady Hardinge Medical College,MBBS,SC,58250,281148,374221,397734,397734
Lady Hardinge Medical College,MBBS,"SC
(PRIORITY: 6)",332237,,,,
Lady Hardinge Medical College,MBBS,SC PWD,,,,366292,366292
Lady Hardinge Medical College,MBBS,ST,169102,180080,174028,172215,172215
Lady Hardinge Medical College,MBBS,"ST
(PRIORITY: 6)",625433,,,,
Lady Hardinge Medical College,MBBS,ST PWD,,,,631966,631966
Lakhimpur Medical College,MBBS,EWS,,,16753,20879,20879
Lakhimpur Medical College,MBBS,EWS PWD,,,788646,,
Lakhimpur Medical College,MBBS,GN,,,15701,18283,18283
Lakhimpur Medical College,MBBS,OBC,,,16877,19132,19132
Lakhimpur Medical College,MBBS,SC,,,86441,100239,100239
Lakhimpur Medical College,MBBS,ST,,,119783,104465,104465
Laxmi Bai Batra College Of Nursing,B.Sc. Nursing,EWS,,,573760,,
Laxmi Bai Batra College Of Nursing,B.Sc. Nursing,GN,,,210992,,
Laxmi Bai Batra College Of Nursing,B.Sc. Nursing,OBC,,,287467,,
Laxmi Bai Batra College Of Nursing,B.Sc. Nursing,SC,,,309500,,
Laxmi Bai Batra College Of Nursing,B.Sc. Nursing,ST,,,416616,,
Lt. B R K Government Medical College,MBBS,EWS,,12724,14134,16259,16259
Lt. B R K Government Medical College,MBBS,GN,11241,12076,11919,13041,13041
Lt. B R K Government Medical College,MBBS,GN PWD,,,,693329,693329
Lt. B R K Government Medical College,MBBS,OBC,,13417,12938,15684,15684
Lt. B R K Government Medical College,MBBS,OBC PWD,,305037,463136,780826,780826
Lt. B R K Government Medical College,MBBS,SC,62163,66567,72999,82756,82756
Lt. B R K Government Medical College,MBBS,ST,72753,97486,105539,96973,96973
Lt. L A M Govt. Medical College,MBBS,EWS,,,10275,15612,15612
Lt. L A M Govt. Medical College,MBBS,EWS PWD,,586661,,,
Lt. L A M Govt. Medical College,MBBS,GN,10073,10349,10290,12292,12292
Lt. L A M Govt. Medical College,MBBS,GN PWD,389747,,726665,,
Lt. L A M Govt. Medical College,MBBS,OBC,,10900,12286,14320,14320
Lt. L A M Govt. Medical College,MBBS,SC,54088,62754,66895,87943,87943
Lt. L A M Govt. Medical College,MBBS,SC PWD,,582562,,,
Lt. L A M Govt. Medical College,MBBS,ST,82791,,106100,105187,105187
M.G.D.C. & HOSPITAL,BDS,EWS,,25600,25361,39433,39433
M.G.D.C. & HOSPITAL,BDS,GN,18707,11992,18600,28026,28026
M.G.D.C. & HOSPITAL,BDS,OBC,,22919,22710,36104,36104
M.G.D.C. & HOSPITAL,BDS,SC,55295,83476,110309,129654,129654
M.G.D.C. & HOSPITAL,BDS,ST,,,150149,176430,176430
M.G.M. MEDICAL COLLEGE,MBBS,EWS,,4303,5448,5533,5533
M.G.M. MEDICAL COLLEGE,MBBS,GN,3270,3172,3649,3732,3732
M.G.M. MEDICAL COLLEGE,MBBS,GN PWD,321973,254421,563117,,
M.G.M. MEDICAL COLLEGE,MBBS,OBC,,4859,5599,5458,5458
M.G.M. MEDICAL COLLEGE,MBBS,OBC PWD,,318027,652553,588247,588247
M.G.M. MEDICAL COLLEGE,MBBS,SC,33178,40111,44611,36663,36663
M.G.M. MEDICAL COLLEGE,MBBS,SC PWD,,,,1013608,1013608
M.G.M. MEDICAL COLLEGE,MBBS,ST,55613,61807,72263,55065,55065
M.G.M. MEDICAL COLLEGE,MBBS,ST PWD,,,,964428,964428
M.P. SHAH MEDICAL COLLEGE,MBBS,EWS,,5433,7025,7014,7014
M.P. SHAH MEDICAL COLLEGE,MBBS,EWS PWD,,,837729,,
M.P. SHAH MEDICAL COLLEGE,MBBS,GN,5640,4349,4924,5211,5211
M.P. SHAH MEDICAL COLLEGE,MBBS,GN PWD,328593,262013,557986,,
M.P. SHAH MEDICAL COLLEGE,MBBS,OBC,,6420,6810,6815,6815
M.P. SHAH MEDICAL COLLEGE,MBBS,OBC PWD,,,879275,777385,777385
M.P. SHAH MEDICAL COLLEGE,MBBS,SC,41699,48978,48191,43951,43951
M.P. SHAH MEDICAL COLLEGE,MBBS,ST,68049,68890,67960,81075,81075
MADRAS MEDICAL COLLEGE,MBBS,EWS,,2709,3951,4921,4921
MADRAS MEDICAL COLLEGE,MBBS,EWS PWD,,425157,688092,,
MADRAS MEDICAL COLLEGE,MBBS,GN,841,755,797,944,944
MADRAS MEDICAL COLLEGE,MBBS,GN PWD,157364,,,,
MADRAS MEDICAL COLLEGE,MBBS,OBC,,979,1294,1241,1241
MADRAS MEDICAL COLLEGE,MBBS,OBC PWD,,204600,445213,,
MADRAS MEDICAL COLLEGE,MBBS,SC,8533,12242,12027,10376,10376
MADRAS MEDICAL COLLEGE,MBBS,SC PWD,292905,,,,
MADRAS MEDICAL COLLEGE,MBBS,ST,19311,55190,60787,48469,48469
MADRAS MEDICAL COLLEGE,MBBS,ST PWD,612269,,,,
MADURAI MEDICAL COLLEGE,MBBS,EWS,,11046,10943,12089,12089
MADURAI MEDICAL COLLEGE,MBBS,EWS PWD,,,,977340,977340
MADURAI MEDICAL COLLEGE,MBBS,GN,4407,3140,4792,4456,4456
MADURAI MEDICAL COLLEGE,MBBS,GN PWD,173506,,,,
MADURAI MEDICAL COLLEGE,MBBS,OBC,,5465,7022,5612,5612
MADURAI MEDICAL COLLEGE,MBBS,OBC PWD,,,443814,463936,463936
MADURAI MEDICAL COLLEGE,MBBS,SC,34020,38283,35703,37509,37509
MADURAI MEDICAL COLLEGE,MBBS,ST,69418,83337,93245,96009,96009
MAHARAJA K.C. GAJAPATI M.C.,MBBS,EWS,,8049,10293,9433,9433
MAHARAJA K.C. GAJAPATI M.C.,MBBS,GN,7081,5528,7055,5403,5403
MAHARAJA K.C. GAJAPATI M.C.,MBBS,GN PWD,305657,,510014,471646,471646
MAHARAJA K.C. GAJAPATI M.C.,MBBS,OBC,,7654,9493,8475,8475
MAHARAJA K.C. GAJAPATI M.C.,MBBS,OBC PWD,,171860,877587,,
MAHARAJA K.C. GAJAPATI M.C.,MBBS,SC,30599,43565,47188,41993,41993
MAHARAJA K.C. GAJAPATI M.C.,MBBS,SC PWD,,424281,,,
MAHARAJA K.C. GAJAPATI M.C.,MBBS,ST,88725,89988,111214,102431,102431
MAHARANI LAXMI BAI MEDICAL COLL,MBBS,EWS,,6440,7388,7875,7875
MAHARANI LAXMI BAI MEDICAL COLL,MBBS,GN,6405,5757,5653,5589,5589
MAHARANI LAXMI BAI MEDICAL COLL,MBBS,GN PWD,,,,423415,423415
MAHARANI LAXMI BAI MEDICAL COLL,MBBS,OBC,,7243,7672,7532,7532
MAHARANI LAXMI BAI MEDICAL COLL,MBBS,OBC PWD,,,508315,,
MAHARANI LAXMI BAI MEDICAL COLL,MBBS,SC,45045,49518,49360,55624,55624
MAHARANI LAXMI BAI MEDICAL COLL,MBBS,ST,67058,69953,82040,89711,89711
MAHARSHI DEVRAHA BABA AUTONOMOUS STATE. MEDICAL COLLEGE,MBBS,EWS,,12822,13734,14129,14129
MAHARSHI DEVRAHA BABA AUTONOMOUS STATE. MEDICAL COLLEGE,MBBS,GN,,11076,11203,11706,11706
