College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2023,Allotted_Rank_2024
Indian Institute  Of Technology Madras,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,314,424,369
Indian Institute  Of Technology Madras,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,821,1245,1033
Indian Institute  Of Technology Madras,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2257,2641,2449
Indian Institute  Of Technology Madras,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3312,6004,4658
Indian Institute  Of Technology Madras,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1782,1576,1679
Indian Institute  Of Technology Madras,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,839,729,784
Indian Institute  Of Technology Madras,"NAVAL ARCHITECTURE AND OCEAN ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1484,1476,1480
Indian Institute  Of Technology Madras,"NAVAL ARCHITECTURE AND OCEAN ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3050,3116,3083
Indian Institute  Of Technology Madras,"NAVAL ARCHITECTURE AND OCEAN ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12827,13865,13346
Indian Institute  Of Technology Madras,"NAVAL ARCHITECTURE AND OCEAN ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2437,1877,2157
Indian Institute  Of Technology Madras,"NAVAL ARCHITECTURE AND OCEAN ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-690,968,139
Indian Institute  Of Technology Madras,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",EWS,1190,694,942
Indian Institute  Of Technology Madras,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OBC-NCL,1736,2504,2120
Indian Institute  Of Technology Madras,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OPEN,-128,2790,1331
Indian Institute  Of Technology Madras,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",SC,1670,300,985
Indian Institute  Of Technology Madras,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",ST,569,1063,816
Indian Institute  Of Technology Mandi,"B.TECH IN GENERAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1217,1799,1508
Indian Institute  Of Technology Mandi,"B.TECH IN GENERAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3654,5208,4431
Indian Institute  Of Technology Mandi,"B.TECH IN GENERAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,9160,11108,10134
Indian Institute  Of Technology Mandi,"B.TECH IN GENERAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2422,2688,2555
Indian Institute  Of Technology Mandi,"B.TECH IN GENERAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1583,1205,1394
Indian Institute  Of Technology Mandi,"B.TECH IN MATERIALS SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2143,2083,2113
Indian Institute  Of Technology Mandi,"B.TECH IN MATERIALS SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5199,5317,5258
Indian Institute  Of Technology Mandi,"B.TECH IN MATERIALS SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12403,13217,12810
Indian Institute  Of Technology Mandi,"B.TECH IN MATERIALS SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2680,2794,2737
Indian Institute  Of Technology Mandi,"B.TECH IN MATERIALS SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1396,1308,1352
Indian Institute  Of Technology Mandi,"B.TECH IN MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1701,1333,1517
Indian Institute  Of Technology Mandi,"B.TECH IN MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1476,1844,1660
Indian Institute  Of Technology Mandi,"B.TECH IN MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3870,3938,3904
Indian Institute  Of Technology Mandi,"B.TECH IN MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1082,1074,1078
Indian Institute  Of Technology Mandi,"B.TECH IN MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,533,709,621
Indian Institute  Of Technology Mandi,"B.TECH IN MICROELECTRONICS & VLSI (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1860,2440,2150
Indian Institute  Of Technology Mandi,"B.TECH IN MICROELECTRONICS & VLSI (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2898,2838,2868
Indian Institute  Of Technology Mandi,"B.TECH IN MICROELECTRONICS & VLSI (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,4302,6632,5467
Indian Institute  Of Technology Mandi,"B.TECH IN MICROELECTRONICS & VLSI (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1592,1752,1672
Indian Institute  Of Technology Mandi,"B.TECH IN MICROELECTRONICS & VLSI (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1154,1014,1084
Indian Institute  Of Technology Mandi,"BIO ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2222,2182,2202
Indian Institute  Of Technology Mandi,"BIO ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5369,5421,5395
Indian Institute  Of Technology Mandi,"BIO ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11592,14322,12957
Indian Institute  Of Technology Mandi,"BIO ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2707,2987,2847
Indian Institute  Of Technology Mandi,"BIO ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1527,1357,1442
Indian Institute  Of Technology Mandi,"BS IN CHEMICAL SCIENCES (4 YEARS, BACHELOR OF SCIENCE)",EWS,1915,2339,2127
Indian Institute  Of Technology Mandi,"BS IN CHEMICAL SCIENCES (4 YEARS, BACHELOR OF SCIENCE)",OBC-NCL,5371,5537,5454
Indian Institute  Of Technology Mandi,"BS IN CHEMICAL SCIENCES (4 YEARS, BACHELOR OF SCIENCE)",OPEN,14921,15317,15119
Indian Institute  Of Technology Mandi,"BS IN CHEMICAL SCIENCES (4 YEARS, BACHELOR OF SCIENCE)",SC,3008,3038,3023
Indian Institute  Of Technology Mandi,"BS IN CHEMICAL SCIENCES (4 YEARS, BACHELOR OF SCIENCE)",ST,1293,1413,1353
Indian Institute  Of Technology Mandi,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1622,1970,1796
Indian Institute  Of Technology Mandi,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4610,4416,4513
Indian Institute  Of Technology Mandi,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10861,12137,11499
Indian Institute  Of Technology Mandi,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2307,2407,2357
Indian Institute  Of Technology Mandi,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1605,1447,1526
Indian Institute  Of Technology Mandi,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1000,1116,1058
Indian Institute  Of Technology Mandi,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1339,1133,1236
Indian Institute  Of Technology Mandi,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3028,2710,2869
Indian Institute  Of Technology Mandi,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),204,116,160
Indian Institute  Of Technology Mandi,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,831,587,709
Indian Institute  Of Technology Mandi,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,424,318,371
Indian Institute  Of Technology Mandi,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1181,1147,1164
Indian Institute  Of Technology Mandi,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1379,1837,1608
Indian Institute  Of Technology Mandi,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3840,3834,3837
Indian Institute  Of Technology Mandi,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1862,1932,1897
Indian Institute  Of Technology Mandi,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,391,563,477
Indian Institute  Of Technology Mandi,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,959,1039,999
Indian Institute  Of Technology Mandi,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3025,2707,2866
Indian Institute  Of Technology Mandi,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12146,12412,12279
Indian Institute  Of Technology Mandi,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1671,1515,1593
Indian Institute  Of Technology Mandi,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,828,716,772
Indian Institute  Of Technology Mandi,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1837,1933,1885
Indian Institute  Of Technology Mandi,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4293,4785,4539
Indian Institute  Of Technology Mandi,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,19468,18026,18747
Indian Institute  Of Technology Mandi,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2227,2551,2389
Indian Institute  Of Technology Mandi,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1175,1313,1244
Indian Institute  Of Technology Mandi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1504,1450,1477
Indian Institute  Of Technology Mandi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3991,3629,3810
Indian Institute  Of Technology Mandi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,19538,17462,18500
Indian Institute  Of Technology Mandi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2092,1962,2027
Indian Institute  Of Technology Mandi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1502,1502,201P
Indian Institute  Of Technology Palakkad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2343,2147,2245
Indian Institute  Of Technology Palakkad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5329,5095,5212
Indian Institute  Of Technology Palakkad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14010,14330,14170
Indian Institute  Of Technology Palakkad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2611,2587,2599
Indian Institute  Of Technology Palakkad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,882,1106,994
Indian Institute  Of Technology Palakkad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1387,1205,1296
Indian Institute  Of Technology Palakkad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1889,1695,1792
Indian Institute  Of Technology Palakkad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,6581,4531,5556
Indian Institute  Of Technology Palakkad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2426,1216,1821
Indian Institute  Of Technology Palakkad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,695,379,537
Indian Institute  Of Technology Palakkad,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2484,1582,2033
Indian Institute  Of Technology Palakkad,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3041,2429,2735
Indian Institute  Of Technology Palakkad,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,7200,6486,6843
Indian Institute  Of Technology Palakkad,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1449,1463,1456
Indian Institute  Of Technology Palakkad,"DATA SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,837,607,722
Indian Institute  Of Technology Palakkad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1121,1293,1207
Indian Institute  Of Technology Palakkad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3343,3499,3421
Indian Institute  Of Technology Palakkad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,16251,12903,14577
Indian Institute  Of Technology Palakkad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1945,1901,1923
Indian Institute  Of Technology Palakkad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1807,1297,1552
Indian Institute  Of Technology Palakkad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1672,1748,1710
Indian Institute  Of Technology Palakkad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4427,4183,4305
Indian Institute  Of Technology Palakkad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10187,11767,10977
Indian Institute  Of Technology Palakkad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2320,2446,2383
Indian Institute  Of Technology Palakkad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1191,1047,1119
Indian Institute  Of Technology Patna,"ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1569,1075,1322
Indian Institute  Of Technology Patna,"ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1771,1551,1661
Indian Institute  Of Technology Patna,"ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),68,68,44P
Indian Institute  Of Technology Patna,"ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,4427,3313,3870
Indian Institute  Of Technology Patna,"ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,592,1520,1056
Indian Institute  Of Technology Patna,"ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,467,499,483
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN GEOTECHNICAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",EWS,2243,2179,2211
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN GEOTECHNICAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OBC-NCL,5194,5204,5199
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN GEOTECHNICAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OPEN,14400,14196,14298
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN GEOTECHNICAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",SC,2615,2721,2668
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN GEOTECHNICAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",ST,1091,1243,1167
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN STRUCTURAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",EWS,1538,2146,1842
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN STRUCTURAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OBC-NCL,4266,4916,4591
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN STRUCTURAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OPEN,14053,13135,13594
Indian Institute  Of Technology Patna,"B. TECH IN CE. - M. TECH.  IN STRUCTURAL ENGINEERING (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",SC,2651,2523,2587
Indian Institute  Of Technology Patna,"B. TECH. (CSE) AND M.TECH IN CSE (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",EWS,628,536,582
Indian Institute  Of Technology Patna,"B. TECH. (CSE) AND M.TECH IN CSE (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OBC-NCL,1859,1223,1541
Indian Institute  Of Technology Patna,"B. TECH. (CSE) AND M.TECH IN CSE (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OPEN,4530,3322,3926
Indian Institute  Of Technology Patna,"B. TECH. (CSE) AND M.TECH IN CSE (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",SC,2205,1629,1917
Indian Institute  Of Technology Patna,"B. TECH. (CSE) AND M.TECH IN CSE (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",ST,962,394,678
Indian Institute  Of Technology Patna,"B. TECH. (ECE) -M. TECH. IN VLSI (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",EWS,897,949,923
Indian Institute  Of Technology Patna,"B. TECH. (ECE) -M. TECH. IN VLSI (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OBC-NCL,2010,2420,2215
Indian Institute  Of Technology Patna,"B. TECH. (ECE) -M. TECH. IN VLSI (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OPEN,13610,12450,13030
Indian Institute  Of Technology Patna,"B. TECH. (ECE) -M. TECH. IN VLSI (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",SC,1357,1205,1281
Indian Institute  Of Technology Patna,"B. TECH. (ECE) -M. TECH. IN VLSI (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",ST,1336,674,1005
Indian Institute  Of Technology Patna,"B. TECH. (EEE)-M. TECH. IN (POWER &. CONTROL) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",EWS,1356,1028,1192
Indian Institute  Of Technology Patna,"B. TECH. (EEE)-M. TECH. IN (POWER &. CONTROL) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OBC-NCL,3217,2855,3036
Indian Institute  Of Technology Patna,"B. TECH. (EEE)-M. TECH. IN (POWER &. CONTROL) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OPEN,14208,14128,14168
Indian Institute  Of Technology Patna,"B. TECH. (EEE)-M. TECH. IN (POWER &. CONTROL) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",SC,1402,1938,1670
Indian Institute  Of Technology Patna,"B. TECH. (MATHEMATICS & COMPUTING) M. TECH. IN (MATHEMATICS & COMPUTING) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",EWS,723,705,714
Indian Institute  Of Technology Patna,"B. TECH. (MATHEMATICS & COMPUTING) M. TECH. IN (MATHEMATICS & COMPUTING) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OBC-NCL,1928,2100,2014
Indian Institute  Of Technology Patna,"B. TECH. (MATHEMATICS & COMPUTING) M. TECH. IN (MATHEMATICS & COMPUTING) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OPEN,4128,4932,4530
Indian Institute  Of Technology Patna,"B. TECH. (MATHEMATICS & COMPUTING) M. TECH. IN (MATHEMATICS & COMPUTING) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",SC,1337,1269,1303
Indian Institute  Of Technology Patna,"B. TECH. (MATHEMATICS & COMPUTING) M. TECH. IN (MATHEMATICS & COMPUTING) (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",ST,772,670,721
Indian Institute  Of Technology Patna,"B. TECH. (ME) - M. TECH. IN MECHATRONICS (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",EWS,668,1820,1244
Indian Institute  Of Technology Patna,"B. TECH. (ME) - M. TECH. IN MECHATRONICS (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OBC-NCL,3882,3888,3885
Indian Institute  Of Technology Patna,"B. TECH. (ME) - M. TECH. IN MECHATRONICS (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",OPEN,18985,18073,18529
Indian Institute  Of Technology Patna,"B. TECH. (ME) - M. TECH. IN MECHATRONICS (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",SC,2881,1341,2111
Indian Institute  Of Technology Patna,"B. TECH. (ME) - M. TECH. IN MECHATRONICS (5 YEARS, B.TECH. + M.TECH./MS (DUAL DEGREE))",ST,1335,1073,1204
Indian Institute  Of Technology Patna,"B.TECH. IN ELECTRONICS AND COMMUNICATION ENGINEERING AND M.TECH. IN COMMUNICATION SYSTEMS (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,870,982,926
Indian Institute  Of Technology Patna,"B.TECH. IN ELECTRONICS AND COMMUNICATION ENGINEERING AND M.TECH. IN COMMUNICATION SYSTEMS (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,2239,2527,2383
Indian Institute  Of Technology Patna,"B.TECH. IN ELECTRONICS AND COMMUNICATION ENGINEERING AND M.TECH. IN COMMUNICATION SYSTEMS (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,13535,11739,12637
Indian Institute  Of Technology Patna,"B.TECH. IN ELECTRONICS AND COMMUNICATION ENGINEERING AND M.TECH. IN COMMUNICATION SYSTEMS (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,1850,1320,1585
Indian Institute  Of Technology Patna,"B.TECH. IN ELECTRONICS AND COMMUNICATION ENGINEERING AND M.TECH. IN COMMUNICATION SYSTEMS (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,1087,677,882
Indian Institute  Of Technology Patna,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1569,1797,1683
Indian Institute  Of Technology Patna,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4354,4498,4426
Indian Institute  Of Technology Patna,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11502,11674,11588
Indian Institute  Of Technology Patna,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2567,2521,2544
Indian Institute  Of Technology Patna,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1138,1156,1147
Indian Institute  Of Technology Patna,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1883,1997,1940
Indian Institute  Of Technology Patna,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5168,4918,5043
Indian Institute  Of Technology Patna,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12497,13601,13049
Indian Institute  Of Technology Patna,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2672,2772,2722
Indian Institute  Of Technology Patna,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1251,1253,1252
Indian Institute  Of Technology Patna,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2089,1991,2040
Indian Institute  Of Technology Patna,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4997,4641,4819
Indian Institute  Of Technology Patna,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13220,13078,13149
Indian Institute  Of Technology Patna,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2554,2488,2521
Indian Institute  Of Technology Patna,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1866,1532,1699
Indian Institute  Of Technology Patna,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1523,1079,1301
Indian Institute  Of Technology Patna,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1109,1111,1110
Indian Institute  Of Technology Patna,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),65,45,55
Indian Institute  Of Technology Patna,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3358,2612,2985
Indian Institute  Of Technology Patna,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),109,107,108
Indian Institute  Of Technology Patna,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1767,1207,1487
Indian Institute  Of Technology Patna,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,437,315,376
Indian Institute  Of Technology Patna,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2523,2055,2289
