College,Course,Category,Predicted_Rank_2025
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4322
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2175
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,3687
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,7490
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL (PWD),272
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,21015
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN (PWD),787
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,5344
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,2674
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING WITH MAJOR IN ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,3317
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING WITH MAJOR IN ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,7379
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING WITH MAJOR IN ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),415
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING WITH MAJOR IN ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17406
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING WITH MAJOR IN ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),133
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING WITH MAJOR IN ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4753
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","COMPUTER SCIENCE AND ENGINEERING WITH MAJOR IN ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2246
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4458
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),132
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,12019
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),524
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,24762
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1086
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,6521
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2392
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,6491
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14144
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),810
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,39204
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1950
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,7285
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3042
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8250
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15197
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),663
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,44554
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1197
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10264
"Indian Institute Of Information Technology, Design & Manufacturing, Kancheepuram","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3863
"Indian Institute Of Information Technology, Raichur, Karnataka","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,6303
"Indian Institute Of Information Technology, Raichur, Karnataka","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14965
"Indian Institute Of Information Technology, Raichur, Karnataka","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),505
"Indian Institute Of Information Technology, Raichur, Karnataka","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,36893
"Indian Institute Of Information Technology, Raichur, Karnataka","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1023
"Indian Institute Of Information Technology, Raichur, Karnataka","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,6798
"Indian Institute Of Information Technology, Raichur, Karnataka","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3861
"Indian Institute Of Information Technology, Raichur, Karnataka","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,5564
"Indian Institute Of Information Technology, Raichur, Karnataka","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,13827
"Indian Institute Of Information Technology, Raichur, Karnataka","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),441
"Indian Institute Of Information Technology, Raichur, Karnataka","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,30944
"Indian Institute Of Information Technology, Raichur, Karnataka","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),447
"Indian Institute Of Information Technology, Raichur, Karnataka","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9513
"Indian Institute Of Information Technology, Raichur, Karnataka","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3559
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4901
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),776
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14021
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),1525
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,27567
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2586
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,8601
"Indian Institute Of Information Technology, Vadodara International Campus Diu (Iiitvicd)","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3777
Indian Institute Of Technology Bhilai,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,850
Indian Institute Of Technology Bhilai,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2577
Indian Institute Of Technology Bhilai,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,6421
Indian Institute Of Technology Bhilai,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),127
Indian Institute Of Technology Bhilai,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,949
Indian Institute Of Technology Bhilai,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,780
Indian Institute Of Technology Bhilai,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1140
Indian Institute Of Technology Bhilai,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2739
Indian Institute Of Technology Bhilai,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,15388
Indian Institute Of Technology Bhilai,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),195
Indian Institute Of Technology Bhilai,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1177
Indian Institute Of Technology Bhilai,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,551
Indian Institute Of Technology Bhilai,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1382
Indian Institute Of Technology Bhilai,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4036
Indian Institute Of Technology Bhilai,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,19087
Indian Institute Of Technology Bhilai,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1835
Indian Institute Of Technology Bhilai,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1547
Indian Institute Of Technology Bhilai,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2205
Indian Institute Of Technology Bhilai,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5551
Indian Institute Of Technology Bhilai,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14050
Indian Institute Of Technology Bhilai,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2689
Indian Institute Of Technology Bhilai,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1365
Indian Institute Of Technology Bhilai,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1629
Indian Institute Of Technology Bhilai,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4386
Indian Institute Of Technology Bhilai,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10526
Indian Institute Of Technology Bhilai,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2521
Indian Institute Of Technology Bhilai,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1259
Indian Institute Of Technology Bhilai,"MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1805
Indian Institute Of Technology Bhilai,"MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3020
Indian Institute Of Technology Bhilai,"MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,9178
Indian Institute Of Technology Bhilai,"MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1534
Indian Institute Of Technology Bhilai,"MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1168
Indian Institute Of Technology Dharwad,"CHEMICAL AND BIOCHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2452
Indian Institute Of Technology Dharwad,"CHEMICAL AND BIOCHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5445
Indian Institute Of Technology Dharwad,"CHEMICAL AND BIOCHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14682
Indian Institute Of Technology Dharwad,"CHEMICAL AND BIOCHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3454
Indian Institute Of Technology Dharwad,"CHEMICAL AND BIOCHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1358
Indian Institute Of Technology Dharwad,"CIVIL AND INFRASTRUCTURE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2386
Indian Institute Of Technology Dharwad,"CIVIL AND INFRASTRUCTURE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5738
Indian Institute Of Technology Dharwad,"CIVIL AND INFRASTRUCTURE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,15339
Indian Institute Of Technology Dharwad,"CIVIL AND INFRASTRUCTURE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2596
Indian Institute Of Technology Dharwad,"CIVIL AND INFRASTRUCTURE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1045
Indian Institute Of Technology Dharwad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1850
Indian Institute Of Technology Dharwad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2330
Indian Institute Of Technology Dharwad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),64
Indian Institute Of Technology Dharwad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,5992
Indian Institute Of Technology Dharwad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),117
Indian Institute Of Technology Dharwad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1266
Indian Institute Of Technology Dharwad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,797
Indian Institute Of Technology Dharwad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2082
Indian Institute Of Technology Dharwad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5371
Indian Institute Of Technology Dharwad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10834
Indian Institute Of Technology Dharwad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3192
Indian Institute Of Technology Dharwad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1408
Indian Institute Of Technology Dharwad,"INTERDISCIPLINARY SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",EWS,2421
Indian Institute Of Technology Dharwad,"INTERDISCIPLINARY SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OBC-NCL,5867
Indian Institute Of Technology Dharwad,"INTERDISCIPLINARY SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OPEN,15659
Indian Institute Of Technology Dharwad,"INTERDISCIPLINARY SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",SC,3188
Indian Institute Of Technology Dharwad,"INTERDISCIPLINARY SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",ST,1508
Indian Institute Of Technology Dharwad,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2165
Indian Institute Of Technology Dharwad,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2555
Indian Institute Of Technology Dharwad,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13136
Indian Institute Of Technology Dharwad,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1461
Indian Institute Of Technology Dharwad,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,808
Indian Institute Of Technology Dharwad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1639
Indian Institute Of Technology Dharwad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4718
Indian Institute Of Technology Dharwad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10824
Indian Institute Of Technology Dharwad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2383
Indian Institute Of Technology Dharwad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1167
Indian Institute Of Technology Goa,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2682
Indian Institute Of Technology Goa,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2388
Indian Institute Of Technology Goa,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,5810
Indian Institute Of Technology Goa,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1337
Indian Institute Of Technology Goa,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,456
Indian Institute Of Technology Goa,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1280
Indian Institute Of Technology Goa,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3494
Indian Institute Of Technology Goa,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,18602
Indian Institute Of Technology Goa,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1975
Indian Institute Of Technology Goa,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1136
Indian Institute Of Technology Goa,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1024
Indian Institute Of Technology Goa,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2963
Indian Institute Of Technology Goa,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,15023
Indian Institute Of Technology Goa,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1279
Indian Institute Of Technology Goa,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,960
Indian Institute Of Technology Goa,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1637
Indian Institute Of Technology Goa,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4166
Indian Institute Of Technology Goa,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10246
Indian Institute Of Technology Goa,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2567
Indian Institute Of Technology Goa,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1553
Indian Institute Of Technology Jammu,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1967
Indian Institute Of Technology Jammu,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5523
Indian Institute Of Technology Jammu,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12690
Indian Institute Of Technology Jammu,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2861
Indian Institute Of Technology Jammu,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1258
Indian Institute Of Technology Jammu,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2270
Indian Institute Of Technology Jammu,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5570
Indian Institute Of Technology Jammu,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14549
Indian Institute Of Technology Jammu,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2782
Indian Institute Of Technology Jammu,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,952
Indian Institute Of Technology Jammu,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2742
Indian Institute Of Technology Jammu,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2432
Indian Institute Of Technology Jammu,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,6652
Indian Institute Of Technology Jammu,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2474
Indian Institute Of Technology Jammu,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,578
Indian Institute Of Technology Jammu,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1118
Indian Institute Of Technology Jammu,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3994
Indian Institute Of Technology Jammu,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,18556
Indian Institute Of Technology Jammu,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1746
Indian Institute Of Technology Jammu,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1124
Indian Institute Of Technology Jammu,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2313
Indian Institute Of Technology Jammu,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5726
Indian Institute Of Technology Jammu,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14750
Indian Institute Of Technology Jammu,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3136
Indian Institute Of Technology Jammu,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1326
Indian Institute Of Technology Jammu,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1179
Indian Institute Of Technology Jammu,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3071
Indian Institute Of Technology Jammu,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13696
